q1.sql,0.004263,0.005503,0.004847461538461538,0.004853
q10.sql,0.019191,0.020792,0.01999253846153846,0.020017
q2.sql,0.012899,0.014673,0.01377276923076923,0.013799
q3.sql,0.031693,0.03432,0.03277884615384616,0.032862
q4.sql,0.012352,0.013049,0.012710538461538464,0.012723
q5.sql,0.046711,0.050172,0.048659076923076916,0.049121
q6.sql,0.018129,0.021761,0.019365307692307692,0.019199
q7.sql,0.013754,0.017121,0.01525630769230769,0.015357
q8.sql,0.081516,0.105969,0.09175184615384614,0.089223
q9.sql,0.019624,0.021739,0.020462692307692307,0.020156
