q1.sql,0.015068,0.016345,0.01589776923076923,0.016111
q10.sql,0.019811,0.02137,0.020657153846153846,0.020716
q2.sql,0.016159,0.017269,0.016622076923076927,0.016569
q3.sql,0.036405,0.038234,0.03710853846153846,0.03705
q4.sql,0.011746,0.012201,0.012039999999999999,0.012082
q5.sql,0.14229,0.162057,0.15040492307692307,0.149613
q6.sql,0.030659,0.035977,0.03292892307692307,0.032533
q7.sql,0.013865,0.017567,0.015574307692307693,0.016042
q8.sql,0.085457,0.108914,0.09386123076923078,0.091009
q9.sql,0.018735,0.019358,0.01906684615384615,0.019098
